home,away,percent,aaa,aab,aac,aad,aae,aaf,aag,aah,aai,aaj,aak,aal,zzzz,aam,aan,aao,aap,aaq,aar,aas,aat,aau,aav,aaw,aax,aay,aaz,aba,aca,ada,aea,afa,aga,aha,aia,aja,aka,ala,ama,ana,aoa,apa,aqa,ara,asa,ata,aua,ava,awa,axa,aya,aza,baa,caa,daa,eaa,faa,gaa,haa,iaa,jaa,kaa,laa,maa,naa,oaa,paa,qaa,raa,saa,taa,uaa,vaa,waa,xaa,ptpa,ptpb,Result
Collingwood,Melbourne,0.5406092166008387,11.229224705459917,9.85128370342462,236.2128552822212,152.64350799569362,388.8563632779148,103.35916965753835,1.8069181377413441,54.76009069543921,144.44488476160691,236.51242767280982,380.95731243441674,48.11799965586355,9.401463115043608,12.093465461451853,55.517185249055274,56.59441370057354,71.20360495690693,62.281047542350315,16.640888856009866,15.143788326183111,1646.4920111134106,13.853671781404335,31.903855391391406,42.38486406550006,7.129589491631036,44.84081230171886,74.59683127470063,71.82539560509039,9.771258658971803,25.155551279726325,23.66638301843227,52.55486880222227,30.296557865452204,23.910726195642635,29.433451748161485,24.03842510620018,11.555368235013855,14.662157112479676,223.26064333182865,158.10517096915657,381.3658143009852,102.28444105251805,2.7466578464085734,54.099447666094704,143.29869894795888,236.3046799292845,379.6033788772434,59.62137544203397,17.401707032174112,14.448100178077109,35.902510675304455,46.48287225026733,71.95461709495851,51.60216850018603,13.158179495962504,15.203980963684371,1592.5014094089556,18.77059412438596,22.02089604719676,30.126429459283752,10.969542996437788,40.37994930301958,65.81993889112368,68.60637771705387,13.311066563509511,29.003010370381727,19.496475083483688,48.418796245938296,29.552276441470926,25.061862043680602,26.066719613034838,24.432720774019792,MCG,-0.5921657961736195,-6.272103429723648,Fremantle,Adelaide Crows,win
Adelaide Crows,Richmond,0.49161696767113433,12.262605992903708,9.48120527679381,230.46539537308672,142.02094980035383,372.48634517344055,101.7026291501169,9.654342862725565,61.52609415740015,155.00425248737906,219.7961601162062,374.8004126035853,54.373927429400545,7.0494551531283935,14.047097960951572,37.15911562978309,51.70669420709357,71.11196704100973,46.016097904355604,22.296109619407297,8.429954495331017,1643.4716430421308,16.217018368874584,35.09011379919797,36.69699771397151,6.639693561736988,49.085934602811186,75.02172346534033,70.52306186025619,7.37043593241979,24.97733802753528,22.811186353243638,46.22483496730183,25.712185760098546,31.386893068598006,25.52433892071694,28.920987976704758,5.873935421707072,7.381283975379615,194.60442334364865,129.84743681208994,324.4518601557386,78.62493592117092,5.206765910062597,82.38146090936229,125.24912582480958,189.0977292166481,314.3468550414577,51.960388351271504,8.524845768556164,5.885964293178609,33.64552633022244,43.594700801336536,64.95786799810409,58.73032049011264,13.591278320205323,20.21783515251393,1436.884980551463,13.41843717716895,34.4903917263086,31.656607708140363,5.314376768576678,30.552550558604977,69.42788840272442,71.07972997302726,15.331932061401858,18.89695349037758,11.333905925331349,36.43829626087747,26.455138370020883,27.924291412684234,23.832853191748406,20.30622861316594,AO,16.761751864099324,-58.531214024684786,GWS Giants,Geelong Cats,win
Essendon,Hawthorn,0.26585251376363317,10.092609864944247,9.119309185914375,240.35122044327517,166.5795647759641,406.9307852192393,92.26910023845068,8.857679681083614,68.13632490719525,164.07790482359025,233.3685453724682,397.44645019605844,50.18388761693455,12.851400537205151,13.269786727541042,44.08989928337898,51.26845945429059,67.57345154401963,67.17913399295988,18.651921785375713,16.830194198901218,1684.3028236568807,10.678586802123826,49.48426028009893,47.499622216367854,4.922952686467536,39.399887481748365,85.68816378195815,84.54910718695125,11.791677529227483,25.450492765520103,20.14412952999047,50.738652954140626,26.238989987790127,27.055349801397305,27.65531814518497,23.31394917158368,10.258209134976578,6.517210128809954,197.6829314667247,127.48880561968787,325.1717370864126,82.91066100003752,3.317858470353099,65.0078745621538,123.57263345289132,193.35433041634397,316.9269638692353,47.249472534290454,9.257040817000435,11.9094799692402,40.44497741211666,50.570618120930575,74.66433699859891,53.83713838791741,22.051583322808465,19.377800845347128,1427.3341484782345,11.38149713321501,36.78808359529838,40.446501629100744,6.695614094654735,56.568081732395754,74.66011429369821,67.38183972325095,10.55188441196606,18.325930198481295,21.661342655767477,38.6471592101148,45.32395586141113,5.134465529955257,26.99255236114134,24.625581112665493,MRVL,29.273493703372804,-11.18712182840483,Carlton,Brisbane Lions,win
Gold Coast Suns,St Kilda,0.27721494935986857,10.106911531166435,6.30812554699947,208.9281417812391,126.62459374261068,335.5527355238497,82.98488393524595,8.174918048914847,53.701585547502546,138.32347723570592,191.69303894715804,330.01651618286394,42.54483820046443,8.454852593930195,8.816445495327853,53.273842011323566,57.23635672238473,69.27245001437828,55.96117311011412,20.952746861642215,25.068736889868703,1408.8987128836188,12.535526616123043,28.114298474348544,51.63178010612047,4.647079209222362,48.8927735075164,70.46358684742783,65.58050344476823,7.788767780805608,20.525231750750766,23.6741634129215,48.17704118876142,30.71364807204308,25.98085770701509,29.02893389747671,19.39538669260624,9.040254267040176,14.671279270413914,208.10980608264683,131.7141780298015,339.82398411244833,78.98387108664032,3.415603065951535,49.52622971306194,141.91896669686045,191.24951069435423,333.1684773912147,51.17873742797998,12.432147356894754,9.410641327860043,28.01377763057821,38.00497476616691,71.09926583618852,54.482170577644816,19.008897155702805,18.9967407974331,1380.2475384382262,20.602208708057233,31.31218217613456,36.047960018350935,7.863481876172051,34.61084968303841,60.85420534406927,65.2060190139619,7.881086376030824,26.119024246907397,17.674892585146583,51.13067379188518,29.24878143791556,28.908392109543602,21.581120515070854,31.18124757458704,RS,-35.9976182958645,-55.40885087606614,North Melbourne,Port Adelaide,loss
Fremantle,Port Adelaide,0.34453878671692445,10.71144657419229,12.929951169047666,215.56340330534502,174.90363240953937,390.46703571488445,87.75879995873687,7.837739528512895,56.590805696555854,155.81030390677228,240.58448029178186,396.39478419855413,55.18570990135781,11.899501133780875,10.835491171602678,18.793497206856976,51.84105470906357,69.50982629283509,53.64506599673263,16.632146132807,17.169977466583273,1545.419343595597,13.494449833563714,30.737456784096047,34.254970549059124,7.406958278105562,39.90953014416028,71.32211807806605,74.94099512885633,4.639547338467787,26.78620549127983,19.37598132029261,48.57939417739845,28.673814343777362,23.880824848412423,28.662928513798725,20.712310545530062,19.050314145674083,8.13819841831122,246.8769210680415,173.72084851978727,420.5977695878288,109.48905060441356,3.2622353749275566,63.43064939171125,152.7667042609406,265.5104578961147,418.2771621570553,58.6941187570222,14.597902999746754,11.921857349450248,49.37556225661385,56.202914408498536,76.17893793620168,56.37839357818322,19.59168560388438,17.403100179015908,1809.2268430288416,17.786828083011635,36.71797726414781,41.33921947764122,11.654371904039927,53.30862024988833,69.05410332482381,64.65670675346652,16.03345981501785,34.586501190826176,32.009483496893004,58.744676653099546,28.874146021423304,27.78025168958635,25.36072052052026,25.30548613965245,OS,2.960214835070437,52.08422805797781,Collingwood,St Kilda,win
Carlton,Western Bulldogs,0.14095321867170754,9.76032876094426,11.29895351067356,222.11398257183865,144.66424083076203,366.77822340260064,104.22767081426859,7.3732829653339795,58.624056227426415,143.73225959031157,222.81541820186533,366.5476777921769,56.8360435250675,12.90483919110497,12.99464891701673,36.20638128113508,50.10676135633891,69.19510751614251,50.560995242730016,19.44489627150009,17.607647998037827,1571.3452230452192,13.567571969124765,37.11039374321727,34.17876557688627,7.284456213048721,41.19314217114135,66.37398887260397,70.09197055160715,8.286270439683268,23.213809361595057,16.941688067926457,40.62953456804334,25.27718374457084,28.08167791701945,30.03611869668843,25.515964820318267,10.601180719525448,11.977864689651938,220.2423377395635,191.51105778710465,411.75339552666816,100.08143449853128,5.314112091015174,36.89699454364742,119.18786302650567,285.7456077175566,404.93347074406233,46.733398821583414,11.881712238650403,4.41111028727274,25.27191332147203,46.450931744449946,79.02121335455156,51.02955855007473,15.57952078972249,13.548627983252619,1565.566211540779,19.35303171719637,24.288141698587516,31.18248371684571,7.152512499433696,42.993459550703534,62.278330223981854,59.090941680417835,4.3915741602044145,24.60173880432217,22.60395186147364,52.645931581485534,25.920133323439522,28.31289065544352,29.801865170917498,26.225977743831393,MRVL,4.389812471817702,-54.0527012107336,Brisbane Lions,West Coast Eagles,loss
North Melbourne,GWS Giants,0.304491757951257,14.259346685399098,13.762303239213178,218.73352655016637,143.31013477552352,362.0436613256899,68.54568891436136,3.7199855405333793,58.33892516538688,157.9205132296854,204.94290420903027,362.8634174387157,65.72325562266394,16.803021983296276,8.219523940398176,35.24693751081279,55.138788709456264,74.87390501982493,51.642278504653504,25.408049487389444,20.73810404264967,1476.9163429950877,19.175998290974338,33.18053279198887,33.079392743289596,11.57198788975559,51.73259533158554,66.33828891823892,71.60224551859869,10.179801046496951,27.605802855418403,22.301474931430963,42.75000400183316,27.35487276399239,24.787672521697093,28.52294125387792,26.979669962947717,10.828073423393155,7.9677864813739845,230.89437997254282,159.71305741105948,390.6074373836023,117.21572704723138,7.4088581035689645,55.7472986081758,139.34981260745818,256.7077928936541,396.0576055011122,45.44151474043953,9.68344998999792,14.597804436381702,38.90902005699614,44.54802335006694,74.08314919442257,57.48733362446939,9.098405339083858,23.106979118423958,1637.8101682172075,13.295110533395253,31.808421180068706,41.2698793343016,9.384730003161632,49.336762258240945,67.07982796677675,73.34257706545569,11.796552987230356,21.545137312962083,23.26600556908252,46.83404496707854,25.285800113972204,27.02012056963065,24.54834636711682,25.76581048903308,BA,28.270729989281957,-2.1218973846802154,Gold Coast Suns,Adelaide Crows,loss
West Coast Eagles,Essendon,0.8084859425849948,11.877844435660787,10.213142581368903,219.00698458840208,110.42317732004088,329.430161908443,94.5071226726108,6.576191171793974,44.89113505529932,135.19199513401242,189.85566132048106,325.0476564544935,56.63611573372391,6.982905958602762,10.474456896302593,32.37939726487788,51.96925894341554,70.81184067853928,45.99006123013942,18.235867131796358,18.26856087484403,1414.8698641447402,14.811798587518096,24.2916701852195,29.96026736967087,7.681013451214314,47.443139799464916,65.12273654098979,66.48500823855382,8.821673292943164,24.487284731328028,21.30602011560308,43.61888525901986,22.234053290193266,31.894473349887978,23.391167273064138,25.45681255290533,13.218521972988851,11.423861837182876,240.07024408865504,157.31591295519283,397.38615704384785,108.85382004769014,10.571535936216723,48.027264981439046,138.41558096471806,248.27370907449367,386.68929003921176,50.03677752338691,12.170280107441032,10.653957345508209,24.817979856675798,47.053691890858126,73.83469030880394,51.83582679859198,17.330384357075143,13.766038839780244,1644.0605647313762,17.135717360424763,25.89685205601979,44.699924443273574,7.384590537293508,41.799977496349676,75.53763275639164,77.70982143739025,12.758335505845498,31.490098553104023,26.428825905998096,62.94773059082813,25.247797997558024,26.411069960279463,27.531063629036993,24.662789834316737,OS,-25.72803244351345,21.05469874067456,Sydney Swans,Hawthorn,win
Sydney Swans,Hawthorn,0.5373158677006616,16.120297886729986,9.111243700457509,251.49923705494996,156.7424061975018,408.24164325245175,116.99694136687947,6.496190075880649,48.4633841598479,139.61015373141663,258.276495873469,397.88664960488563,46.19044138922923,14.762838032342593,14.552212985843822,31.42120198265894,43.43958957330627,76.07061991376663,51.26344874910201,18.349529108173932,19.650781800797546,1708.1272711877432,19.085651811877074,20.031804470436576,46.99142124823385,12.454508768304343,63.048450893140966,68.07009428439086,68.45180092104759,5.303235319352854,25.316638954225525,34.942178789512056,54.8192584969752,26.900961901340214,30.073376249041967,16.081370256800668,13.528217922707872,10.851641826995316,10.103442025761991,236.33658629334496,154.2977611239376,390.6343474172825,128.5821322000075,3.86357169407062,52.201574912430765,120.71452669057827,269.8708660832688,390.5853927738471,53.449894506858094,7.451408163400088,15.981895993848042,44.08899548242333,52.51412362418612,77.01286739971978,53.16742767758349,14.810316664561693,17.47556016906943,1691.0668296956471,13.276299426643002,23.357616719059678,36.88930032582015,9.339122818930948,45.15361634647915,75.73202285873964,71.8763679446502,7.710376882393213,24.46518603969626,20.332268531153495,45.56943184202296,28.064791172282227,22.02689310599105,29.398510472228267,29.9251162225331,SCG,32.28640367430841,-17.437424365680968,West Coast Eagles,Essendon,win
Melbourne,Fremantle,0.5927351229011506,7.911073647002771,14.932431422495934,223.85212866636576,186.82103419383134,410.67316286019707,91.65688821050361,2.949331569281715,54.019889533218944,164.65973978959178,245.6609359858569,410.3206757754487,58.3242750884068,12.280341406434824,10.889620035615422,34.380502135060894,50.896574450053464,66.23092341899171,65.52043370003722,14.631635899192501,17.440796192736876,1592.1002818817913,19.754118824877192,34.40417920943935,38.82528589185675,5.393908599287558,29.595989860603915,78.76398777822475,77.72127554341077,13.062213312701903,26.600602074076345,13.579295016696737,45.523759249187655,22.910455288294187,22.01237240873612,27.213343922606967,23.886544154803957,14.142289314838457,10.585990233809532,219.11268066106902,183.7807264819079,402.8934071429769,80.75175999174738,6.36754790570258,56.918161139311174,159.96206078135447,248.11689605835636,408.0789568397108,52.637141980271565,11.179900226756176,7.767098234320536,28.558699441371395,51.16821094181272,69.90196525856702,54.729013199346525,28.926429226561403,15.433995493316655,1598.6838687191196,17.69888996671274,31.14749135681921,36.45099410981183,9.481391655621113,54.14190602883206,75.86442361561322,78.98819902577127,5.727909467693558,26.157241098255966,26.915196264058526,49.71587883547969,28.734762868755475,27.776164969682483,29.732585702759746,24.142462109106013,MCG,-34.054420685944734,17.39204296701409,Collingwood,Port Adelaide,win
St Kilda,Brisbane Lions,0.6708834038151594,10.608050853408036,14.134255854082785,214.42196121652938,139.14283560596033,353.5647968224897,90.19677421732807,10.283120613190308,72.3052459426124,137.1837933393721,210.24990213887085,347.43369547824295,55.835747485596,12.886429471378952,9.882128265572009,40.00275552611564,47.60099495323338,72.45985316723771,54.89643411552896,14.201779431140562,21.39934815948662,1546.4495076876453,14.120441741611447,33.26243643522691,36.80959200367019,10.372696375234412,39.48216993660768,62.57084106881386,68.24120380279238,7.9762172752061655,26.82380484938148,18.974978517029317,48.14613475837704,26.849756287583112,25.781678421908722,28.31622410301417,30.236249514917407,9.541791706615001,9.778593283988197,202.8076230831291,105.07816437061085,307.8857874537399,91.18697732536158,1.4238667587845155,58.476339381311035,126.87672318377045,175.03076142265817,301.9074846064286,44.11628050707348,6.860359266588128,12.307021236373624,35.66278185098564,50.758028036645086,72.75663643320819,58.50267822023585,17.331790607623454,20.671243075853443,1381.3493989379715,12.254596919609753,26.99627167697771,44.11103396982419,4.6918196772596525,46.53500138263695,64.95231488459717,64.63861905622815,11.338303984528107,20.642860663572627,21.562924205587226,46.496844997699675,31.46310715782416,24.379136475127535,26.733783140266343,22.96755731055416,MRVL,-7.881770175213229,-8.998661100436626,Gold Coast Suns,Carlton,loss
Port Adelaide,Geelong Cats,0.2959072730870287,13.410062829134818,7.227639683662245,206.1753842136083,178.74416970395745,384.9195539175658,90.6978101208827,3.052447074985512,57.486129878342254,146.55334085218811,243.50209157922296,390.0554324314111,51.73882375140444,11.719580599949351,10.38437146989005,44.27511245132277,62.44058288169971,71.63578758724034,67.27567871563664,15.918337120776876,29.080620035803182,1538.6453686057682,17.557365616602326,25.34359545282956,37.06784389552824,10.330874380807986,58.661724049977664,77.01082066496477,74.53134135069331,7.2066919630035695,22.917300238165236,25.601896699378603,43.74893533061991,27.77482920428466,25.55605033791727,30.07214410410405,25.06109722793049,15.455180182159992,7.993942745665794,249.50131278635925,155.89477763619556,405.39609042255483,104.39718848500067,6.936016774524564,59.29021657729512,156.28055111077768,236.73149163388086,393.0120427446585,50.09173765685016,10.078941289346291,9.27436623210964,44.52016366559812,47.848352953988325,69.80511593701975,63.23139107563167,20.271018377443006,12.779970175355094,1735.1899049108301,13.327452291608907,41.38989866070535,45.28645036798198,11.944811708454335,59.241006909089094,74.25026301150343,70.921351145866,11.01702796196584,26.084332843107457,31.05400742367806,52.183058221102655,27.420265327846128,25.958132670994864,27.168120595900355,21.802607573386645,AO,-6.383154388404439,58.30772541567994,Fremantle,Richmond,win
Western Bulldogs,Collingwood,0.4786996332108505,14.120236143905089,12.795572937930388,228.84846754791272,175.10221155742096,403.9506791053337,104.81628689970627,9.062822418203035,54.57939890872949,125.43757260530114,271.5491215435113,396.9866941488125,48.546679764316686,13.576342447730081,8.882222057454548,31.454382664294407,46.89018634888999,77.4842426709103,51.00591171001495,15.9159041579445,17.909725596650524,1658.713242308156,15.870606343439274,34.85762833971751,30.23649674336914,10.23050249988674,46.11869191014071,62.055666044796375,60.61818833608357,8.078314832040883,30.520347760864436,29.00079037229473,62.76918631629711,27.184026664687906,25.662578131088704,22.9603730341835,26.24519554876628,14.245844941091983,8.370256740684924,228.84257105644426,175.32870159913875,404.171272655583,99.87183393150767,5.961383627548269,66.95201813908784,143.28897695232138,251.30248553456198,394.5914624868834,54.42359993117272,12.280292623008723,13.618693092290371,40.70343704981106,52.91888274011471,73.04072099138139,59.65620950847007,17.728177771201974,15.028757665236622,1710.8984022226823,8.770734356280867,29.380771078278283,47.676972813100015,8.625917898326207,47.688162460343776,78.91936625494013,79.96507912101809,9.15425173179436,29.831110255945266,26.173276603686457,54.83097376044446,28.05931157309044,26.78214523912853,31.886690349632296,23.807685021240037,MRVL,-8.410540242146721,32.68156684076528,Carlton,Melbourne,loss
Essendon,GWS Giants,0.23357446286568345,11.443704394597772,6.284772367436576,221.61404881773103,155.46318259103856,377.0772314087696,99.37076400953804,10.114307187243345,44.80545299628781,131.6831161929436,235.25474181489875,366.93785800784235,42.007355504677385,8.834056021488207,11.730791469101643,33.763595971335164,41.41073837817163,74.5269380617608,52.767165359718405,21.06607687141503,21.15320776795605,1517.6121129462751,17.427143472084953,23.17937041120396,47.33998488865472,7.876918107458702,54.679995499269936,69.50752655127833,60.341964287478056,4.1516671011690995,21.498019710620806,27.28576518119962,50.58954611816563,29.049559599511603,25.282213992055894,22.506212725807398,25.93255796686335,13.365614684678633,7.193557296274798,223.77887599450858,153.5426114822119,377.32148747672045,93.04314540944628,6.281771620713794,82.34945972163516,151.06996252149165,226.54155857873084,377.6115211002225,46.68830294808791,10.736689997999585,14.91956088727634,51.78180401139923,60.90960467001339,73.21662983888453,47.49746672489388,21.81968106781677,22.221395823684794,1679.5620336434415,15.65902210667905,49.361684236013744,41.05397586686033,10.676946000632327,65.86735245164819,69.41596559335535,63.46851541309114,11.159310597446073,20.309027462592418,28.493201113816507,43.446808993415715,27.05716002279444,26.40402411392613,25.909669273423365,24.153162097806614,MRVL,-23.789060251865088,17.97562052306396,West Coast Eagles,North Melbourne,win
Geelong Cats,Adelaide Crows,0.5401089994793657,9.491036036432,7.99878854913316,204.30026255727185,135.97895552723912,340.27921808451094,84.87943769700013,4.587203354904913,71.05804331545903,136.05611022215555,195.34629832677618,331.4024085489317,45.218347531370036,6.015788257869259,11.45487324642193,36.104032733119624,49.569670590797664,68.52102318740396,49.44627821512634,14.454203675488602,16.15599403507102,1490.2379809821662,10.66549045832178,36.27797973214107,46.6572900735964,7.188962341690868,43.848201381817816,71.65005260230069,68.5842702291732,11.003405592393168,21.21686656862149,20.770801484735614,46.83661164422053,29.484053065569228,24.191626534198974,24.43362411918007,16.36052151467733,14.452521198580742,10.696241055358763,244.49307907461736,171.60418996007078,416.0972690346881,101.14052583002339,2.730868572545113,56.30521883148003,159.80085049747584,247.95923202324124,407.7600825207171,58.87478548588011,11.809891030625678,15.609419592190315,57.03182312595662,45.54133884141872,71.58239340820195,54.80321958087112,18.05922192388146,10.485990899066204,1744.694328608426,21.243403673774917,37.018022759839596,37.7393995427943,8.527938712347398,54.29718692056224,76.60434469306807,68.50461237205124,8.674087186483959,26.595467605507057,24.56223727064873,45.244966993460366,25.14243715201971,26.277378613719602,31.104867784143387,17.784197595340952,GMHBA,2.8615450831359883,29.75235037281987,Port Adelaide,Richmond,win
Hawthorn,West Coast Eagles,0.3677427714436744,9.370328365399063,9.220688405152398,191.26731725866898,145.2595522247875,336.52686948345655,80.9164264400015,6.3727143388141245,60.04031498248615,124.14290533811565,213.1741732166538,337.3170785547694,45.089978901371616,8.690281632680017,13.59637919876961,41.617799096484674,49.70282472483723,70.84257347994395,53.8334855355167,19.76206333291234,19.495112033813886,1414.2133659391295,9.6552598853286,29.671523343811934,38.57786006516403,6.667824563786191,46.950723269295835,63.946404571747934,62.37527358893004,9.542075376478643,20.093037207939254,20.7864537062307,44.4738863684046,27.612958234456446,25.40537862119821,21.879702094445655,26.98502324450662,13.575568887132158,19.64262851627378,223.80139691768042,140.4846354640082,364.28603238168864,103.70142453452218,8.515238234358796,53.77822701105987,129.4383990268025,235.57113226409624,365.00953129089874,62.52722314674479,18.996581191720555,14.094891379260519,30.475879452975576,54.39385178868311,75.92236813570787,51.59801224602789,22.047173426359272,21.253712174968808,1565.3739728289481,15.96235971750362,31.8583340370439,28.392053473934176,8.736202690242862,34.928627959892985,57.02454730819796,68.49700164771076,8.164334658588633,40.09745694626561,21.781204023120615,63.76377705180397,27.446810658038654,26.378894669977598,26.67823345461283,27.091362510581067,MCG,-18.687484873136196,22.85439351129731,Sydney Swans,Essendon,loss
Sydney Swans,Gold Coast Suns,0.9087668864924734,12.824059577345999,9.822248740091503,241.49984741099001,132.94848123950038,374.44832865049034,124.1993882733759,2.89923801517613,68.09267683196958,132.72203074628334,237.25529917469382,369.9773299209772,50.83808827784585,11.752567606468519,12.510442597168765,32.68424039653179,29.487917914661253,74.25412398275333,46.252689749820405,19.669905821634785,20.730156360159512,1710.4254542375488,13.817130362375416,31.006360894087315,35.79828424964677,9.690901753660869,56.20969017862819,61.614018856878175,62.49036018420952,13.860647063870571,22.663327790845106,25.468435757902412,44.80385169939504,29.380192380268042,26.014675249808395,20.216274051360134,17.705643584541576,10.821382306233287,9.261625109399894,215.38562835624785,139.72491874852216,355.1105471047699,89.39697678704918,6.43498360978297,57.140317109500515,142.0646954471412,206.33860778943162,348.4033032365728,46.9089676400929,8.09097051878604,11.363289099065572,57.85476840226472,50.64727134447695,73.21449000287566,43.19223462202282,21.790549372328446,15.413747377973742,1528.1797425767238,12.507105323224609,39.62285969486971,47.1263560212241,4.129415841844473,46.41855470150328,69.29271736948557,63.51610068895365,12.757753556161123,23.305046350150157,23.0548326825843,49.63540823775229,30.142729614408616,28.196171541403018,32.80578677949534,19.87907733852125,SCG,21.657280734861683,-10.3995236591729,Hawthorn,St Kilda,win
Collingwood,North Melbourne,0.5881723558744936,13.249168988218397,4.874051348136986,220.16851421128885,183.86574031982775,404.03425453111663,96.77436678630154,7.592276725509654,66.19040362781757,145.4577953904643,252.6604971069124,398.11829249737673,46.084719986234546,12.056058524601745,13.923738618458076,52.940687409962216,49.78377654802294,73.00814419827628,55.931241901694015,14.745635554240396,15.805751533047324,1686.9796804445366,12.754146871256173,34.87615421565566,47.13539456262001,9.725183579665241,67.29763249206876,85.38387325098803,76.79301582420362,5.030850346358872,20.366222051189055,28.834655320737294,43.686194752088895,27.611862314618087,17.356429047825706,29.37733806992646,24.76153700424801,10.851869337079819,9.152460647842636,185.34670531003326,135.06202695510473,320.408732265138,58.50913778287228,3.943997108106676,70.86778503307738,152.3841026459371,165.78858084180607,318.17268348774314,54.744651124532794,9.760604396659255,10.443904788079635,45.449387502162566,56.62775774189126,69.69478100396499,59.12845570093071,22.68160989747789,24.147620808529936,1352.9832685990177,12.835199658194867,38.63610655839777,31.415878548657922,7.114397577951118,57.386519066317106,62.06765778364779,71.12044910371975,7.635960209299391,19.12116057108368,19.820294986286193,34.710000800366636,29.470974552798477,26.95753450433942,27.704588250775586,27.395933992589544,MRVL,13.736313368153056,-12.74585400214361,Western Bulldogs,GWS Giants,loss
Port Adelaide,Western Bulldogs,0.5293154365921503,9.882012565826964,11.845527936732449,216.43507684272168,159.74883394079149,376.18391078351317,81.33956202417654,3.0104894149971027,69.89722597566846,162.91066817043762,208.7004183158446,371.61108648628226,55.14776475028089,14.34391611998987,10.87687429397801,48.055022490264555,50.08811657633994,65.68715751744807,59.05513574312733,16.783667424155375,16.216124007160637,1574.9290737211536,14.511473123320465,46.068719090565914,36.21356877910565,8.466174876161597,46.05234480999553,69.80216413299296,71.70626827013866,11.841338392600715,21.383460047633047,18.000379339875725,38.749787066123986,25.554965840856934,28.111210067583453,27.01442882082081,23.012219445586098,10.824047228781017,12.959114587586079,238.56969350958255,206.22044231148422,444.79013582106677,106.56325737994126,3.4125644836406073,65.3158797817459,145.08751452106023,291.1098243087023,436.19733882976254,56.909335952863344,12.315268489546018,6.57644441149091,19.890876532858883,50.178037269778,74.05684853418207,45.401182342003,15.9831808315889,14.781945119330107,1776.5426484616314,15.174121268687855,25.971525667943503,30.84729934867383,10.046100499977348,41.223738382028145,73.21113320895928,81.72363766721672,12.815662966408178,26.104069552172888,19.320158074458945,46.473837263259426,25.43680533293758,19.132515626217742,24.5920746068367,25.249039109753255,AO,7.523369122319113,-8.882108048429345,Geelong Cats,Collingwood,loss
St Kilda,Richmond,0.20914646898289438,8.521610170681608,11.626851170816558,203.6843922433059,143.02856712119205,346.7129593644979,85.23935484346562,9.256624122638062,78.46104918852248,126.63675866787443,207.6499804277742,334.2867390956486,43.1671494971192,10.577285894275791,8.376425653114403,39.200551105223134,43.12019899064668,70.57197063344753,48.5792868231058,14.840355886228112,13.079869631897324,1542.889901537529,13.82408834832229,34.65248728704538,43.36191840073404,6.8745392750468834,38.37643398732154,62.91416821376278,63.24824076055848,6.395243455041234,22.164760969876298,19.794995703405863,51.629226951675406,27.36995125751662,24.156335684381744,23.663244820602834,27.04724990298348,8.374787084341415,12.676256795075924,199.72088466872975,151.569487362418,351.29037203114774,90.12498718423419,5.04135318201252,87.67629218187247,121.84982516496193,218.61954584332963,340.46937100829155,48.79207767025431,8.104969153711233,12.377192858635723,24.32910526604449,48.71894016026731,70.19157359962082,59.74606409802253,11.518255664041066,17.643567030502787,1565.7769961102927,8.68368743543379,24.89807834526172,41.531321541628074,5.862875353715337,34.910510111720995,68.28557768054489,75.81594599460546,7.066386412280371,23.779390698075517,17.30678118506627,48.9676592521755,25.291027674004177,26.584858282536846,27.76657063834968,28.06124572263319,MRVL,-46.37635403504265,-38.10624280493696,Brisbane Lions,Adelaide Crows,loss
Brisbane Lions,Melbourne,0.23919280428245104,15.508358341323001,12.35571865679764,250.96152461662584,113.81563287412219,364.777157490748,115.03739546507234,1.0847733517569031,56.49526787626221,146.17534463675412,211.00615228453165,357.18149692128577,58.4232561014147,10.972071853317628,13.661404247274726,40.73255637019713,39.75160560732902,71.51132728664165,53.30053564404717,12.266358121524691,16.13424861517069,1659.4698797875944,19.45091938392195,31.399254335395543,32.02220679396484,8.138363935451931,49.30700027652739,62.59046297691944,63.32772381124563,19.06766079690562,31.328572132714527,26.232584841117447,53.13936899953994,28.292621431564832,24.87582729502551,26.34675662805327,25.593511462110833,11.982214729400555,8.586486284499188,234.37042573327318,157.36420683876628,391.73463257203946,103.13137764210073,4.589866313856343,51.60397790664379,161.73194795791838,234.7321871971714,396.46413515508976,66.06485501768137,12.856068281286966,9.377924007123084,43.67610042701219,48.5793148900107,67.80618468379835,58.70408674000745,20.526327179838503,18.688159238547378,1621.6200563763582,15.95082376497544,40.88083584188787,32.56505717837135,7.478781719857512,44.39919797212079,83.75279755564495,84.34425510868215,14.612442662540381,26.920120414815273,17.995859003339348,40.86475184983754,25.582091057658836,25.402474481747223,26.442668784521395,27.77730883096079,G,43.000267779912676,4.389115862811054,St Kilda,Fremantle,win
